"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","MEDIA","2022-01-17 00:25:11 UTC","","",FALSE,1642379111755,"C","sp","f"
"","MEDIA","2022-01-17 00:25:06 UTC","","",FALSE,1642379106130,"C","sp","f"
"","MEDIA","2022-01-17 00:25:01 UTC","","",FALSE,1642379101521,"C","sp","f"
"","MEDIA","2022-01-17 00:24:54 UTC","","",FALSE,1642379094473,"C","sp","f"
"","MEDIA","2022-01-17 00:24:47 UTC","","",FALSE,1642379087830,"C","sp","f"
"","MEDIA","2021-08-11 23:54:03 UTC","","",FALSE,1628726043474,"C","sp","f"
"","TEXT","2020-01-04 20:26:32 UTC","","",TRUE,1578169592953,"C","sp","f"
"","TEXT","2020-01-04 19:55:30 UTC","","",FALSE,1578167730737,"C","sp","f"
"","TEXT","2020-01-04 19:55:12 UTC","","",FALSE,1578167712895,"C","sp","f"
"","TEXT","2019-12-11 17:04:36 UTC","","",FALSE,1576083876104,"C","sp","f"
"","TEXT","2019-12-11 17:03:41 UTC","","",TRUE,1576083821331,"C","sp","f"
"","STICKER","2019-12-02 10:35:07 UTC","","",FALSE,1575282907140,"C","sp","f"
"","TEXT","2019-12-02 10:34:20 UTC","","",TRUE,1575282860394,"C","sp","f"
"","TEXT","2019-12-02 10:34:11 UTC","","",FALSE,1575282851929,"C","sp","f"
"","TEXT","2019-12-02 10:33:54 UTC","","",TRUE,1575282834753,"C","sp","f"
"","TEXT","2019-12-02 10:33:50 UTC","","",FALSE,1575282830015,"C","sp","f"
"","TEXT","2019-10-19 22:25:06 UTC","","",FALSE,1571523906456,"C","sp","f"
"","TEXT","2019-10-19 22:24:54 UTC","","",FALSE,1571523894405,"C","sp","f"
"","TEXT","2019-10-19 22:24:43 UTC","","",FALSE,1571523883420,"C","sp","f"
"","TEXT","2019-08-20 20:40:21 UTC","","",FALSE,1566333621587,"C","sp","f"
"","TEXT","2019-08-20 20:40:06 UTC","","",TRUE,1566333606079,"C","sp","f"
"","TEXT","2019-08-20 20:39:51 UTC","","",FALSE,1566333591354,"C","sp","f"
