"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","TEXT","2022-11-09 18:10:28 UTC","","",TRUE,1668017428203,"G","sp","a"
"","TEXT","2022-11-09 18:10:20 UTC","","",TRUE,1668017420288,"G","sp","a"
"","TEXT","2022-11-09 18:10:09 UTC","","",FALSE,1668017409433,"G","sp","a"
"","TEXT","2022-11-09 18:09:39 UTC","","",TRUE,1668017379158,"G","sp","a"
"","TEXT","2022-11-09 18:09:34 UTC","","",TRUE,1668017374560,"G","sp","a"
"","TEXT","2022-11-09 18:09:33 UTC","","",FALSE,1668017373651,"G","sp","a"
"","TEXT","2022-11-09 18:09:30 UTC","","",FALSE,1668017370864,"G","sp","a"
"","TEXT","2022-11-09 18:09:29 UTC","","",FALSE,1668017369236,"G","sp","a"
"","TEXT","2022-11-09 18:09:04 UTC","","",TRUE,1668017344523,"G","sp","a"
"","TEXT","2022-11-09 18:03:18 UTC","","",FALSE,1668016998205,"G","sp","a"
"","TEXT","2022-11-09 17:54:47 UTC","","",TRUE,1668016487100,"G","sp","a"
"","TEXT","2022-11-09 17:53:40 UTC","","",FALSE,1668016420475,"G","sp","a"
"","TEXT","2022-11-09 17:53:37 UTC","","",FALSE,1668016417683,"G","sp","a"
"","TEXT","2022-11-09 17:53:23 UTC","","",TRUE,1668016403060,"G","sp","a"
"","TEXT","2022-11-09 17:43:57 UTC","","",FALSE,1668015837442,"G","sp","a"
"","TEXT","2022-11-09 17:43:52 UTC","","",FALSE,1668015832953,"G","sp","a"
"","TEXT","2022-11-09 17:43:46 UTC","","",FALSE,1668015826012,"G","sp","a"
"","TEXT","2022-11-09 17:32:53 UTC","","",FALSE,1668015173554,"G","sp","a"
"","TEXT","2022-11-09 17:19:37 UTC","","",TRUE,1668014377512,"G","sp","a"
"","TEXT","2022-11-09 17:18:43 UTC","","",TRUE,1668014323138,"G","sp","a"
"","MEDIA","2022-11-09 17:17:55 UTC","","",TRUE,1668014275994,"G","sp","a"
"","TEXT","2022-11-09 17:14:04 UTC","","",FALSE,1668014044749,"G","sp","a"
"","TEXT","2022-11-09 17:13:40 UTC","","",FALSE,1668014020590,"G","sp","a"
"","TEXT","2022-11-09 15:57:48 UTC","","",TRUE,1668009468076,"G","sp","a"
"","TEXT","2022-11-09 15:57:41 UTC","","",TRUE,1668009461661,"G","sp","a"
"","TEXT","2022-10-26 11:02:18 UTC","","",TRUE,1666782138237,"G","sp","a"
"","TEXT","2022-10-26 11:02:09 UTC","","",TRUE,1666782129262,"G","sp","a"
"","TEXT","2022-10-26 11:01:22 UTC","","",FALSE,1666782082773,"G","sp","a"
"","TEXT","2022-10-26 11:01:13 UTC","","",FALSE,1666782073025,"G","sp","a"
"","TEXT","2022-10-26 11:00:58 UTC","","",TRUE,1666782058386,"G","sp","a"
"","TEXT","2022-10-26 11:00:54 UTC","","",TRUE,1666782054722,"G","sp","a"
"","TEXT","2022-10-26 11:00:51 UTC","","",TRUE,1666782051676,"G","sp","a"
